date_order,city,store_type,store_name,total_cust,total_orders,quantity,total_sales,total_cost,profits
01-2024,Berlin,Retail,Chocolate Store 76,378,378,1084,9019.93,5387,3632.92
02-2023,Berlin,Retail,Chocolate Store 76,355,355,1054,8988.21,5361.87,3626.28
05-2023,Berlin,Retail,Chocolate Store 76,390,390,1197,10012.1,5967.87,4044.2
12-2024,Paris,Airport,Chocolate Store 77,366,366,1108,9368.13,5646.71,3721.31
07-2024,Paris,Airport,Chocolate Store 77,401,401,1207,9959.64,6033.33,3926.32
08-2024,Paris,Airport,Chocolate Store 77,421,421,1256,10412.12,6233.45,4178.64
10-2023,Paris,Airport,Chocolate Store 77,383,383,1171,10441.9,6318.04,4123.9
12-2023,Paris,Airport,Chocolate Store 77,373,373,1161,9963.46,5965.84,3997.66
03-2024,Paris,Airport,Chocolate Store 77,402,402,1203,10218.69,6119.86,4098.97
01-2023,Paris,Airport,Chocolate Store 77,450,450,1345,11511.64,6887.5,4624.22
04-2024,Paris,Airport,Chocolate Store 77,422,422,1278,10809.94,6526.88,4283.03
06-2023,Paris,Airport,Chocolate Store 77,400,400,1229,10495.41,6279.23,4216.14
09-2023,Paris,Airport,Chocolate Store 77,427,427,1249,10652.96,6397.9,4255.11
08-2023,Paris,Airport,Chocolate Store 77,445,445,1329,11551.84,6893.66,4658.24
07-2023,Paris,Airport,Chocolate Store 77,419,419,1242,10500.21,6334,4166.18
06-2024,Paris,Airport,Chocolate Store 77,414,414,1236,10529.11,6291.17,4237.98
05-2023,Paris,Airport,Chocolate Store 77,405,405,1219,10357.58,6213.46,4144.08
04-2023,Paris,Airport,Chocolate Store 77,388,388,1201,10333.31,6194.94,4138.41
03-2023,Paris,Airport,Chocolate Store 77,410,410,1252,10616,6416.82,4199.13
05-2024,Paris,Airport,Chocolate Store 77,396,396,1187,10113.21,6116.66,3996.61
01-2024,Paris,Airport,Chocolate Store 77,384,384,1149,9679.25,5837.8,3841.4
11-2023,Paris,Airport,Chocolate Store 77,392,392,1142,9535.35,5706.77,3828.57
11-2024,Paris,Airport,Chocolate Store 77,376,376,1104,9341.02,5560.24,3780.76
10-2024,Paris,Airport,Chocolate Store 77,419,419,1240,10340.44,6236.62,4103.76
02-2023,Paris,Airport,Chocolate Store 77,387,387,1099,9286.15,5561.34,3724.79
02-2024,Paris,Airport,Chocolate Store 77,393,393,1188,10110,6062.82,4047.15
09-2024,Paris,Airport,Chocolate Store 77,413,413,1299,11529.03,6928.07,4600.98
12-2023,London,Airport,Chocolate Store 78,415,415,1251,10613.17,6389.31,4223.78
04-2024,London,Airport,Chocolate Store 78,419,419,1242,10820.03,6468.72,4351.26
12-2024,London,Airport,Chocolate Store 78,428,428,1273,10642.67,6389.26,4253.33
09-2023,London,Airport,Chocolate Store 78,417,417,1243,10675.48,6482.63,4192.81
07-2023,London,Airport,Chocolate Store 78,414,414,1285,10902.71,6521.73,4381.04
09-2024,London,Airport,Chocolate Store 78,380,380,1163,9808.26,5842.54,3965.79
04-2023,London,Airport,Chocolate Store 78,391,391,1155,9728.57,5817.41,3911.23
10-2024,London,Airport,Chocolate Store 78,419,419,1241,10679.3,6374.12,4305.17
10-2023,London,Airport,Chocolate Store 78,388,388,1170,9921.52,5980.06,3941.52
11-2024,London,Airport,Chocolate Store 78,384,384,1133,9306.75,5616.12,3690.67
03-2024,London,Airport,Chocolate Store 78,423,423,1254,10495.24,6291.83,4203.42
08-2024,London,Airport,Chocolate Store 78,428,428,1310,10740.41,6461.4,4278.82
07-2024,London,Airport,Chocolate Store 78,396,396,1170,9642.12,5796.17,3845.94
06-2023,London,Airport,Chocolate Store 78,429,429,1295,10992.58,6613.82,4378.64
05-2024,London,Airport,Chocolate Store 78,414,414,1216,10625.76,6364.1,4261.65
02-2023,London,Airport,Chocolate Store 78,376,376,1138,9587.77,5718.67,3869.11
03-2023,London,Airport,Chocolate Store 78,422,422,1273,11125.55,6697.02,4428.63
01-2024,London,Airport,Chocolate Store 78,446,446,1313,11526.36,6924.22,4602.26
01-2023,London,Airport,Chocolate Store 78,434,434,1312,10921.22,6531.25,4390.01
05-2023,London,Airport,Chocolate Store 78,440,440,1337,11431.54,6812.77,4618.75
11-2023,London,Airport,Chocolate Store 78,402,402,1158,10015.88,6021.77,3994.14
08-2023,London,Airport,Chocolate Store 78,406,406,1230,10284.85,6094.71,4190.24
06-2024,London,Airport,Chocolate Store 78,415,415,1231,10478.87,6289.34,4189.47
02-2024,London,Airport,Chocolate Store 78,377,377,1141,9727.47,5829.96,3897.49
04-2023,New York,Mall,Chocolate Store 79,406,406,1255,10938.01,6586.32,4351.7
09-2023,New York,Mall,Chocolate Store 79,400,400,1166,9646.12,5829.02,3817.2
03-2024,New York,Mall,Chocolate Store 79,434,434,1276,10813.01,6521.56,4291.49
12-2024,New York,Mall,Chocolate Store 79,444,444,1322,11380.53,6839.12,4541.44
07-2024,New York,Mall,Chocolate Store 79,414,414,1273,11072.76,6649.73,4423.03
10-2023,New York,Mall,Chocolate Store 79,378,378,1131,9744.32,5855.56,3888.78
08-2024,New York,Mall,Chocolate Store 79,399,399,1205,10033.06,5966.32,4066.71
12-2023,New York,Mall,Chocolate Store 79,416,416,1265,10577.36,6344.77,4232.57
09-2024,New York,Mall,Chocolate Store 79,404,404,1212,10556.63,6353.75,4202.87
04-2024,New York,Mall,Chocolate Store 79,370,370,1084,9152.16,5473.95,3678.14
07-2023,New York,Mall,Chocolate Store 79,428,428,1318,10933.85,6571.03,4362.7
06-2024,New York,Mall,Chocolate Store 79,382,382,1184,10134.5,6095.99,4038.55
02-2023,New York,Mall,Chocolate Store 79,358,358,1056,8735.32,5234.85,3500.46
08-2023,New York,Mall,Chocolate Store 79,445,445,1356,11576.88,6968.8,4608.11
05-2023,New York,Mall,Chocolate Store 79,416,416,1244,10614.91,6373.84,4240.97
10-2024,New York,Mall,Chocolate Store 79,426,426,1278,10912.17,6579.04,4333.17
02-2024,New York,Mall,Chocolate Store 79,381,381,1124,9612.53,5765.11,3847.36
01-2023,New York,Mall,Chocolate Store 79,410,410,1212,10454.29,6277,4177.26
11-2023,New York,Mall,Chocolate Store 79,415,415,1239,10229.38,6145.52,4083.77
03-2023,New York,Mall,Chocolate Store 79,404,404,1219,10364.71,6195.01,4169.63
01-2024,New York,Mall,Chocolate Store 79,382,382,1171,9688,5794.2,3893.81
05-2024,New York,Mall,Chocolate Store 79,405,405,1144,9777.57,5927.45,3850.18
11-2024,New York,Mall,Chocolate Store 79,437,437,1329,11368.12,6852.72,4515.33
06-2023,New York,Mall,Chocolate Store 79,442,442,1293,10841.5,6545.67,4295.82
02-2023,Paris,Mall,Chocolate Store 8,373,373,1132,9638.59,5728.8,3909.75
11-2023,Paris,Mall,Chocolate Store 8,395,395,1173,9940.71,5926.94,4013.85
10-2024,Paris,Mall,Chocolate Store 8,419,419,1271,10735.81,6442.65,4293.09
06-2023,Paris,Mall,Chocolate Store 8,382,382,1111,9558.8,5770.22,3788.54
08-2023,Paris,Mall,Chocolate Store 8,430,430,1336,11263.88,6669.74,4594.19
06-2024,Paris,Mall,Chocolate Store 8,378,378,1151,9912.99,5959.45,3953.48
05-2024,Paris,Mall,Chocolate Store 8,414,414,1218,10268.86,6183.15,4085.73
05-2023,Paris,Mall,Chocolate Store 8,413,413,1295,10821.59,6559.06,4262.56
01-2024,Paris,Mall,Chocolate Store 8,429,429,1302,10868.98,6496.36,4372.66
03-2023,Paris,Mall,Chocolate Store 8,413,413,1229,10373.4,6256.38,4117
01-2023,Paris,Mall,Chocolate Store 8,411,411,1244,10576.51,6313.17,4263.4
12-2024,Paris,Mall,Chocolate Store 8,450,450,1328,11187.52,6754.21,4433.39
09-2023,Paris,Mall,Chocolate Store 8,417,417,1299,11089.54,6688.92,4400.59
04-2024,Paris,Mall,Chocolate Store 8,375,375,1161,9692.04,5761.51,3930.44
07-2023,Paris,Mall,Chocolate Store 8,428,428,1261,10684.65,6455.22,4229.38
02-2024,Paris,Mall,Chocolate Store 8,393,393,1205,10232.41,6142.66,4089.7
07-2024,Paris,Mall,Chocolate Store 8,414,414,1224,10379.88,6217.69,4162.26
08-2024,Paris,Mall,Chocolate Store 8,429,429,1308,11392.42,6795.29,4597.14
04-2023,Paris,Mall,Chocolate Store 8,418,418,1215,10116.71,6035.17,4081.55
11-2024,Paris,Mall,Chocolate Store 8,405,405,1219,10398.35,6221.67,4176.68
09-2024,Paris,Mall,Chocolate Store 8,402,402,1156,9374.02,5618.07,3756
10-2023,Paris,Mall,Chocolate Store 8,396,396,1150,10012.8,5996.64,4016.19
03-2024,Paris,Mall,Chocolate Store 8,415,415,1262,10862.8,6485.4,4377.39
12-2023,Paris,Mall,Chocolate Store 8,388,388,1168,9967.93,5957.45,4010.58
02-2023,Sydney,Online,Chocolate Store 80,415,415,1162,10053.62,6046.16,4007.51
11-2024,Sydney,Online,Chocolate Store 80,408,408,1169,9730.14,5808.29,3921.78
01-2024,Sydney,Online,Chocolate Store 80,424,424,1286,10775.59,6444.47,4331.2
03-2023,Sydney,Online,Chocolate Store 80,399,399,1215,10465.85,6250.17,4215.75
12-2024,Sydney,Online,Chocolate Store 80,437,437,1321,11310.74,6775.6,4535.21
06-2023,Sydney,Online,Chocolate Store 80,395,395,1171,9674.06,5789.16,3884.92
05-2024,Sydney,Online,Chocolate Store 80,402,402,1189,10216.72,6174.09,4042.6
09-2024,Sydney,Online,Chocolate Store 80,391,391,1167,9789.75,5885.29,3904.44
10-2023,Sydney,Online,Chocolate Store 80,416,416,1260,10842.54,6610.59,4231.96
10-2024,Sydney,Online,Chocolate Store 80,419,419,1229,10490.31,6259.53,4230.82
07-2023,Sydney,Online,Chocolate Store 80,425,425,1239,10405.96,6287.42,4118.54
04-2023,Sydney,Online,Chocolate Store 80,413,413,1201,10379.81,6215.41,4164.39
03-2024,Sydney,Online,Chocolate Store 80,402,402,1210,10030.32,6037.74,3992.7
11-2023,Sydney,Online,Chocolate Store 80,427,427,1265,11118.86,6693.49,4425.48
07-2024,Sydney,Online,Chocolate Store 80,420,420,1286,10864.87,6563.44,4301.43
08-2024,Sydney,Online,Chocolate Store 80,419,419,1239,10733.78,6483.32,4250.47
12-2023,Sydney,Online,Chocolate Store 80,413,413,1225,10171.98,6124.8,4047.01
06-2024,Sydney,Online,Chocolate Store 80,401,401,1208,9799.59,5867.04,3932.61
04-2024,Sydney,Online,Chocolate Store 80,403,403,1243,10785.02,6449.44,4335.56
01-2023,Sydney,Online,Chocolate Store 80,433,433,1327,11395.71,6863.41,4532.32
08-2023,Sydney,Online,Chocolate Store 80,430,430,1266,11468.35,6910.47,4557.91
05-2023,Sydney,Online,Chocolate Store 80,425,425,1324,11123.01,6653.92,4469.19
09-2023,Sydney,Online,Chocolate Store 80,470,470,1446,12245.81,7294,4951.76
02-2024,Sydney,Online,Chocolate Store 80,410,410,1245,10654.76,6369.72,4285.06
09-2024,Melbourne,Airport,Chocolate Store 81,390,390,1177,10303.64,6171.02,4132.51
10-2023,Melbourne,Airport,Chocolate Store 81,405,405,1155,10130.29,6052.36,4077.97
01-2024,Melbourne,Airport,Chocolate Store 81,403,403,1185,9477.72,5706.34,3771.36
06-2023,Melbourne,Airport,Chocolate Store 81,401,401,1232,10583.15,6298.97,4284.06
03-2023,Melbourne,Airport,Chocolate Store 81,407,407,1231,10342.7,6195.31,4147.4
04-2023,Melbourne,Airport,Chocolate Store 81,406,406,1231,10507.58,6258.24,4249.35
05-2024,Melbourne,Airport,Chocolate Store 81,410,410,1267,10875.86,6576.36,4299.56
02-2023,Melbourne,Airport,Chocolate Store 81,421,421,1237,10764.69,6428.42,4336.3
11-2024,Melbourne,Airport,Chocolate Store 81,417,417,1230,10134.75,6100.75,4034.06
03-2024,Melbourne,Airport,Chocolate Store 81,413,413,1231,10731.02,6480.2,4250.8
10-2024,Melbourne,Airport,Chocolate Store 81,426,426,1269,10739.28,6503.68,4235.56
01-2023,Melbourne,Airport,Chocolate Store 81,453,453,1324,11329.5,6817.29,4512.18
02-2024,Melbourne,Airport,Chocolate Store 81,364,364,1083,9349.64,5657.3,3692.29
12-2024,Melbourne,Airport,Chocolate Store 81,429,429,1300,11075.03,6686.26,4388.76
08-2023,Melbourne,Airport,Chocolate Store 81,424,424,1289,10565.8,6310.64,4255.1
07-2024,Melbourne,Airport,Chocolate Store 81,443,443,1358,11541.56,6925.76,4615.7
07-2023,Melbourne,Airport,Chocolate Store 81,377,377,1136,9484.46,5705.71,3778.74
08-2024,Melbourne,Airport,Chocolate Store 81,370,370,1136,9320.56,5566.78,3753.77
05-2023,Melbourne,Airport,Chocolate Store 81,394,394,1160,9982.97,5956.44,4026.5
11-2023,Melbourne,Airport,Chocolate Store 81,396,396,1124,9571.95,5763.07,3808.82
09-2023,Melbourne,Airport,Chocolate Store 81,421,421,1250,10534.86,6333.85,4200.99
12-2023,Melbourne,Airport,Chocolate Store 81,423,423,1273,11105.65,6619.82,4485.77
04-2024,Melbourne,Airport,Chocolate Store 81,417,417,1267,10773.02,6480.03,4293.01
06-2024,Melbourne,Airport,Chocolate Store 81,407,407,1212,9966.14,6000.8,3965.33
04-2023,Toronto,Mall,Chocolate Store 82,401,401,1193,10124.66,6020.73,4103.93
07-2024,Toronto,Mall,Chocolate Store 82,400,400,1203,10297.98,6211.77,4086.17
08-2024,Toronto,Mall,Chocolate Store 82,436,436,1306,11151.64,6744.59,4407.09
10-2023,Toronto,Mall,Chocolate Store 82,436,436,1310,11311.08,6756.8,4554.3
11-2024,Toronto,Mall,Chocolate Store 82,419,419,1277,10736.8,6448.55,4288.23
09-2024,Toronto,Mall,Chocolate Store 82,395,395,1146,9378.66,5603.17,3775.52
12-2023,Toronto,Mall,Chocolate Store 82,422,422,1262,10835.54,6575.55,4259.88
10-2024,Toronto,Mall,Chocolate Store 82,416,416,1225,10466.13,6274.89,4191.32
03-2024,Toronto,Mall,Chocolate Store 82,463,463,1373,11425.4,6849.98,4575.44
07-2023,Toronto,Mall,Chocolate Store 82,419,419,1278,10725.24,6432.38,4292.9
11-2023,Toronto,Mall,Chocolate Store 82,402,402,1259,10431.14,6234.59,4196.5
04-2024,Toronto,Mall,Chocolate Store 82,396,396,1219,10016.72,6063.82,3952.87
12-2024,Toronto,Mall,Chocolate Store 82,391,391,1151,9976.55,5974.03,4002.56
01-2023,Toronto,Mall,Chocolate Store 82,437,437,1313,10822.45,6479.12,4343.27
06-2023,Toronto,Mall,Chocolate Store 82,405,405,1192,10462.47,6336.16,4126.39
05-2024,Toronto,Mall,Chocolate Store 82,438,438,1316,10929.51,6565.11,4364.45
03-2023,Toronto,Mall,Chocolate Store 82,438,438,1302,11321.13,6803.42,4517.72
01-2024,Toronto,Mall,Chocolate Store 82,426,426,1248,10425.76,6270.45,4155.28
09-2023,Toronto,Mall,Chocolate Store 82,402,402,1199,9933.9,5992.58,3941.18
08-2023,Toronto,Mall,Chocolate Store 82,437,437,1359,11391.13,6809.57,4581.56
02-2023,Toronto,Mall,Chocolate Store 82,356,356,1081,9353.29,5620.6,3732.76
06-2024,Toronto,Mall,Chocolate Store 82,402,402,1199,10326.35,6129.74,4196.67
05-2023,Toronto,Mall,Chocolate Store 82,411,411,1260,10685.1,6447.92,4237.18
02-2024,Toronto,Mall,Chocolate Store 82,409,409,1179,10083.84,6015.66,4068.1
10-2023,Toronto,Mall,Chocolate Store 83,394,394,1198,10059.78,6013.39,4046.44
09-2024,Toronto,Mall,Chocolate Store 83,405,405,1217,10484.21,6268.71,4215.44
04-2024,Toronto,Mall,Chocolate Store 83,419,419,1285,10907.89,6640.63,4267.38
12-2023,Toronto,Mall,Chocolate Store 83,414,414,1223,10353.9,6247.42,4106.35
08-2024,Toronto,Mall,Chocolate Store 83,408,408,1198,10204.02,6093.26,4110.75
07-2023,Toronto,Mall,Chocolate Store 83,420,420,1250,10457.97,6279.55,4178.42
12-2024,Toronto,Mall,Chocolate Store 83,438,438,1293,11278.45,6859.55,4418.82
04-2023,Toronto,Mall,Chocolate Store 83,415,415,1218,10074.52,6014.57,4059.87
03-2024,Toronto,Mall,Chocolate Store 83,410,410,1177,10010.24,6068.89,3941.43
07-2024,Toronto,Mall,Chocolate Store 83,443,443,1352,11504.77,6915.09,4589.65
09-2023,Toronto,Mall,Chocolate Store 83,412,412,1189,10239.8,6158.09,4081.77
02-2023,Toronto,Mall,Chocolate Store 83,387,387,1177,9767.3,5850.72,3916.68
03-2023,Toronto,Mall,Chocolate Store 83,417,417,1274,10911.04,6573.98,4337.04
01-2024,Toronto,Mall,Chocolate Store 83,412,412,1261,10744.79,6476.04,4268.83
06-2023,Toronto,Mall,Chocolate Store 83,417,417,1205,10085.3,6035.13,4050.14
11-2024,Toronto,Mall,Chocolate Store 83,359,359,1127,9591.62,5763.43,3828.09
05-2024,Toronto,Mall,Chocolate Store 83,412,412,1252,10553.7,6341.02,4212.56
05-2023,Toronto,Mall,Chocolate Store 83,424,424,1307,11149.18,6694.78,4454.29
01-2023,Toronto,Mall,Chocolate Store 83,428,428,1286,11090.24,6698.5,4391.7
02-2024,Toronto,Mall,Chocolate Store 83,368,368,1082,9618.8,5848.72,3770.08
08-2023,Toronto,Mall,Chocolate Store 83,436,436,1298,10861.51,6524.21,4337.32
06-2024,Toronto,Mall,Chocolate Store 83,394,394,1148,9998.19,6007.97,3990.31
10-2024,Toronto,Mall,Chocolate Store 83,430,430,1306,11180.27,6716.56,4463.7
11-2023,Toronto,Mall,Chocolate Store 83,407,407,1205,10270.29,6154.9,4115.33
05-2023,Toronto,Airport,Chocolate Store 84,407,407,1215,10018.47,6030.72,3987.69
08-2023,Toronto,Airport,Chocolate Store 84,423,423,1299,10856.62,6571.47,4285.19
01-2024,Toronto,Airport,Chocolate Store 84,409,409,1245,10780.93,6496.59,4284.25
03-2023,Toronto,Airport,Chocolate Store 84,420,420,1282,11245.36,6749.29,4496
05-2024,Toronto,Airport,Chocolate Store 84,417,417,1225,10615.5,6335.1,4280.44
01-2023,Toronto,Airport,Chocolate Store 84,441,441,1350,11703,7009.41,4693.57
02-2023,Toronto,Airport,Chocolate Store 84,391,391,1186,10009.46,6007.87,4001.61
06-2023,Toronto,Airport,Chocolate Store 84,395,395,1174,10076.7,6120.07,3956.65
02-2024,Toronto,Airport,Chocolate Store 84,411,411,1272,10800.55,6477.87,4322.78
10-2024,Toronto,Airport,Chocolate Store 84,407,407,1214,10528.21,6290.3,4237.88
11-2023,Toronto,Airport,Chocolate Store 84,373,373,1070,9050.24,5402.71,3647.47
04-2023,Toronto,Airport,Chocolate Store 84,404,404,1170,9628.15,5756.12,3872.05
11-2024,Toronto,Airport,Chocolate Store 84,428,428,1244,10708.68,6458.48,4250.14
03-2024,Toronto,Airport,Chocolate Store 84,451,451,1355,11832.9,7062.96,4770.04
12-2024,Toronto,Airport,Chocolate Store 84,441,441,1369,11191.35,6709.12,4482.26
06-2024,Toronto,Airport,Chocolate Store 84,407,407,1249,11251.68,6743.61,4508.01
07-2024,Toronto,Airport,Chocolate Store 84,441,441,1356,11371.9,6880.87,4490.94
09-2024,Toronto,Airport,Chocolate Store 84,402,402,1177,9927.15,5942.66,3984.45
08-2024,Toronto,Airport,Chocolate Store 84,391,391,1152,9858.2,5895.73,3962.51
07-2023,Toronto,Airport,Chocolate Store 84,419,419,1264,10600.31,6355.04,4245.3
10-2023,Toronto,Airport,Chocolate Store 84,420,420,1230,10312.26,6137.82,4174.42
09-2023,Toronto,Airport,Chocolate Store 84,367,367,1075,9314.5,5592.01,3722.47
12-2023,Toronto,Airport,Chocolate Store 84,423,423,1328,11222.12,6761.3,4460.88
04-2024,Toronto,Airport,Chocolate Store 84,418,418,1284,11384.25,6840.92,4543.39
10-2023,Melbourne,Online,Chocolate Store 85,414,414,1228,10270.66,6199.49,4071.2
04-2023,Melbourne,Online,Chocolate Store 85,393,393,1170,10063.36,6077.72,3985.7
09-2024,Melbourne,Online,Chocolate Store 85,372,372,1126,9749.48,5828.89,3920.53
11-2024,Melbourne,Online,Chocolate Store 85,370,370,1118,9343.65,5636.04,3707.55
03-2024,Melbourne,Online,Chocolate Store 85,431,431,1247,10764.8,6446.65,4318.08
12-2023,Melbourne,Online,Chocolate Store 85,398,398,1233,10408.18,6178.57,4229.6
06-2023,Melbourne,Online,Chocolate Store 85,405,405,1215,10331.59,6208.17,4123.55
10-2024,Melbourne,Online,Chocolate Store 85,440,440,1351,11872.93,7114.59,4758.46
07-2023,Melbourne,Online,Chocolate Store 85,454,454,1321,11334.92,6808.72,4526.24
01-2024,Melbourne,Online,Chocolate Store 85,448,448,1322,11311.99,6854.9,4457.1
03-2023,Melbourne,Online,Chocolate Store 85,424,424,1308,11178.8,6701.26,4477.47
05-2024,Melbourne,Online,Chocolate Store 85,409,409,1217,10587.48,6469.36,4118.09
12-2024,Melbourne,Online,Chocolate Store 85,406,406,1239,10675.68,6485.59,4190.12
08-2023,Melbourne,Online,Chocolate Store 85,466,466,1398,12230.99,7309.99,4921.01
09-2023,Melbourne,Online,Chocolate Store 85,427,427,1306,11141.47,6665.18,4476.35
04-2024,Melbourne,Online,Chocolate Store 85,425,425,1327,11567.41,6870.17,4697.16
02-2024,Melbourne,Online,Chocolate Store 85,388,388,1129,9147.16,5457.14,3689.97
05-2023,Melbourne,Online,Chocolate Store 85,432,432,1304,10735,6445.68,4289.39
11-2023,Melbourne,Online,Chocolate Store 85,409,409,1251,10506.16,6291.82,4214.4
01-2023,Melbourne,Online,Chocolate Store 85,426,426,1277,10876.57,6582.86,4293.76
07-2024,Melbourne,Online,Chocolate Store 85,395,395,1205,10203.9,6139.66,4064.24
02-2023,Melbourne,Online,Chocolate Store 85,390,390,1170,10196.4,6120.64,4075.81
08-2024,Melbourne,Online,Chocolate Store 85,423,423,1279,10964.57,6566.41,4398.15
06-2024,Melbourne,Online,Chocolate Store 85,421,421,1294,11138.31,6667.45,4470.98
01-2024,Berlin,Mall,Chocolate Store 86,420,420,1246,10366.97,6223.87,4143.26
03-2023,Berlin,Mall,Chocolate Store 86,464,464,1385,11589.3,6936.67,4652.6
06-2023,Berlin,Mall,Chocolate Store 86,423,423,1282,10551.59,6327.47,4224.19
10-2024,Berlin,Mall,Chocolate Store 86,419,419,1233,10022.1,6008.59,4013.58
05-2024,Berlin,Mall,Chocolate Store 86,424,424,1261,10715.97,6365.12,4350.79
03-2024,Berlin,Mall,Chocolate Store 86,443,443,1373,11473.65,6938.5,4535.22
07-2023,Berlin,Mall,Chocolate Store 86,409,409,1196,9836.25,5900.98,3935.28
04-2023,Berlin,Mall,Chocolate Store 86,436,436,1288,11089.82,6657.43,4432.37
09-2024,Berlin,Mall,Chocolate Store 86,398,398,1185,10187.71,6068.12,4119.54
10-2023,Berlin,Mall,Chocolate Store 86,418,418,1218,10214.63,6103.47,4111.1
11-2024,Berlin,Mall,Chocolate Store 86,364,364,1113,9266.52,5601.35,3665.12
12-2024,Berlin,Mall,Chocolate Store 86,442,442,1364,11506.12,6921.02,4585.02
02-2024,Berlin,Mall,Chocolate Store 86,396,396,1228,10241.83,6108.62,4133.28
02-2023,Berlin,Mall,Chocolate Store 86,393,393,1195,9972.78,6006.02,3966.73
06-2024,Berlin,Mall,Chocolate Store 86,419,419,1280,10969.73,6540.06,4429.66
08-2024,Berlin,Mall,Chocolate Store 86,430,430,1237,10364.99,6172.89,4192.12
07-2024,Berlin,Mall,Chocolate Store 86,391,391,1166,10006.32,6009.58,3996.69
01-2023,Berlin,Mall,Chocolate Store 86,432,432,1312,11212.54,6799.93,4412.68
12-2023,Berlin,Mall,Chocolate Store 86,416,416,1164,9702.55,5884.91,3817.6
09-2023,Berlin,Mall,Chocolate Store 86,386,386,1132,9837.02,5922.23,3914.74
08-2023,Berlin,Mall,Chocolate Store 86,407,407,1187,9975.94,5958.55,4017.41
05-2023,Berlin,Mall,Chocolate Store 86,404,404,1157,9748.2,5803.05,3945.15
04-2024,Berlin,Mall,Chocolate Store 86,438,438,1307,11363.47,6767,4596.42
11-2023,Berlin,Mall,Chocolate Store 86,430,430,1292,10877.99,6556.14,4321.88
04-2023,Paris,Airport,Chocolate Store 87,373,373,1130,9594.45,5751.29,3843.23
01-2024,Paris,Airport,Chocolate Store 87,393,393,1236,10711.28,6428.15,4283.21
05-2024,Paris,Airport,Chocolate Store 87,398,398,1209,10355.06,6227.27,4127.83
09-2024,Paris,Airport,Chocolate Store 87,400,400,1181,9939.24,5981.47,3957.78
06-2023,Paris,Airport,Chocolate Store 87,433,433,1289,10832.81,6506.81,4326.15
05-2023,Paris,Airport,Chocolate Store 87,398,398,1241,10273.73,6173.06,4100.71
10-2024,Paris,Airport,Chocolate Store 87,443,443,1339,11044.41,6669.77,4374.65
02-2024,Paris,Airport,Chocolate Store 87,369,369,1099,9318.83,5559.62,3759.23
02-2023,Paris,Airport,Chocolate Store 87,398,398,1162,9923.89,5974.39,3949.51
11-2023,Paris,Airport,Chocolate Store 87,428,428,1315,10996.38,6579.08,4417.35
11-2024,Paris,Airport,Chocolate Store 87,401,401,1208,9967.48,5940.17,4027.34
09-2023,Paris,Airport,Chocolate Store 87,372,372,1136,10093.4,6044.01,4049.37
12-2023,Paris,Airport,Chocolate Store 87,426,426,1267,10424.37,6217.6,4206.86
03-2024,Paris,Airport,Chocolate Store 87,428,428,1248,10778.3,6415.3,4362.93
01-2023,Paris,Airport,Chocolate Store 87,436,436,1315,11172.27,6712.95,4459.29
08-2024,Paris,Airport,Chocolate Store 87,413,413,1265,10741.12,6423.28,4317.8
03-2023,Paris,Airport,Chocolate Store 87,440,440,1337,11609.5,7003.91,4605.61
07-2023,Paris,Airport,Chocolate Store 87,407,407,1231,10487.7,6315.97,4171.83
12-2024,Paris,Airport,Chocolate Store 87,437,437,1352,10998.27,6611.43,4386.94
08-2023,Paris,Airport,Chocolate Store 87,390,390,1154,10065.85,6071.24,3994.59
04-2024,Paris,Airport,Chocolate Store 87,367,367,1108,9393.6,5687.23,3706.35
06-2024,Paris,Airport,Chocolate Store 87,372,372,1143,9233.19,5565.91,3667.24
07-2024,Paris,Airport,Chocolate Store 87,419,419,1201,10443.74,6261.67,4181.99
10-2023,Paris,Airport,Chocolate Store 87,433,433,1307,11282.54,6735.76,4546.84
04-2024,Toronto,Retail,Chocolate Store 88,418,418,1239,10835.42,6499.86,4335.52
06-2024,Toronto,Retail,Chocolate Store 88,421,421,1252,10674.26,6445.9,4228.28
05-2023,Toronto,Retail,Chocolate Store 88,432,432,1306,10429.3,6235.76,4193.48
07-2023,Toronto,Retail,Chocolate Store 88,433,433,1337,11363.91,6837.88,4525.99
01-2023,Toronto,Retail,Chocolate Store 88,419,419,1241,10574.04,6322.17,4251.94
12-2023,Toronto,Retail,Chocolate Store 88,380,380,1169,10458.27,6250.3,4207.96
08-2024,Toronto,Retail,Chocolate Store 88,430,430,1275,10881.23,6531.02,4350.3
09-2023,Toronto,Retail,Chocolate Store 88,447,447,1327,10996.78,6572.05,4424.67
07-2024,Toronto,Retail,Chocolate Store 88,401,401,1204,10548.56,6300.16,4248.36
09-2024,Toronto,Retail,Chocolate Store 88,384,384,1135,9643.89,5826.34,3817.55
08-2023,Toronto,Retail,Chocolate Store 88,399,399,1211,10151.62,6047.26,4104.35
02-2024,Toronto,Retail,Chocolate Store 88,412,412,1263,10675.54,6362.59,4312.93
11-2023,Toronto,Retail,Chocolate Store 88,374,374,1125,9724.3,5810.99,3913.36
12-2024,Toronto,Retail,Chocolate Store 88,419,419,1212,10060.44,5985.41,4075.01
10-2023,Toronto,Retail,Chocolate Store 88,413,413,1250,10360.89,6246.03,4114.76
11-2024,Toronto,Retail,Chocolate Store 88,388,388,1214,10325.62,6185.99,4139.56
03-2023,Toronto,Retail,Chocolate Store 88,419,419,1245,10740.85,6469.02,4271.89
